lon,lat,proppant,output,fspac,depth,length,pint
-76.15934525364266,41.95252414468845,0,1.6551907799901493,263.45547693741827,7075.702588176298,5244.2870752114395,1455.9301654134144
-76.21551523522939,41.947629754677685,0,1.6708024385260525,311.0362747755203,7059.186650327156,5055.304270273221,1403.2595096857337
-75.15337135323529,41.768144351586834,0,0.8713329072719905,272.5971209011852,6965.77407896561,5314.0987063048005,1499.4724527677495
-75.82003628008167,41.96315998784114,0,1.7939577237578472,276.9055612574907,6949.530551900129,5149.537064165355,1510.272773919138
-75.62204895772003,42.083487800264955,0,1.6449826588660754,282.1097737218747,6890.333465655201,5232.637556443268,1446.460412784852
-76.08433002928795,41.916287617474325,0,1.7692146595730713,278.7147493949556,6868.554398368455,5223.064983343834,1469.852784217043
-75.98248144353451,41.87101111844179,0,1.2139469213658214,298.2037058219777,6918.23258558594,5213.41612314982,1457.9028160379355
-76.15975413774044,41.888375630232744,0,1.505268047451282,263.2531080083433,6876.076957861722,5130.165618705769,1458.276344862293
-76.81097400053281,41.95569755709704,0,1.272541163030326,285.94359900314373,7114.326409378668,5070.064480970155,1495.9532318221131
-76.38301111702086,41.7471398329272,0,1.8233804128638627,275.7191169684449,6855.499988757978,5137.6479600070015,1496.88147661583
-76.52836787647338,41.91561466227609,0,1.1784650373794519,289.2372519765603,6993.440571385531,5269.638162836288,1518.305347800582
-76.67592734939171,41.86628697396486,0,1.3214035654233038,269.44785740297897,7017.404199798422,5105.582356964805,1517.5043447317266
-76.32164061536415,42.06527533930182,0,1.7602942384815945,267.2101881154029,7010.86991124171,5146.461029329361,1470.3971898537297
-75.47481489172779,41.885515695619276,0,1.4111876403168258,285.0958391333896,7018.204922643017,5240.174745313974,1586.227069050054
-75.93493055234866,42.04927854440375,0,1.3214828029632826,278.9150193566274,7060.073997802219,5135.840148194824,1536.5673780917002
-75.48637057586011,41.80287524448579,0,1.872015828862055,259.44651378122023,6943.742142577152,5170.802602604483,1451.7065254266452
-75.78190985416131,41.953208514447105,0,1.8843135269775604,295.23316379016444,6988.315064711249,5215.905904008987,1481.8654138915715
-75.65706023455972,41.92939532225157,0,1.8166213577622996,285.1030411798749,6956.4722372731,5230.401246106339,1400.681703290661
-76.22270139042233,41.82373996157033,0,1.854612902182088,271.7739455578162,7089.829111572364,5134.410885758169,1478.0475587403118
-75.74395247939127,41.916770869383456,0,1.530526216318583,265.26355235912,7156.448793027943,5220.173306192004,1541.3230315806172
-75.67515201735104,42.008795349632,0,1.5386221076090154,279.0164298089335,6881.243994231314,5238.789467576269,1583.8904194983218
-76.11375349019052,41.87221426990552,0,1.4055756164399194,283.9130069003027,6811.296693055874,5118.099966362353,1472.3390528298125
-75.73199443547298,41.75058113656352,0,1.6503187503147934,246.66155721730604,7028.552296431026,5225.507436851986,1489.8701186799722
-75.72976091311887,41.8994386296005,0,1.4416305018022457,279.20726755219204,7070.432200660806,5158.276786197702,1500.2632052282531
-76.1046496806997,41.820772782026765,0,1.470080138221907,283.7819731785175,7144.510109742783,5218.944238600532,1553.0834879808913
-76.29725019324304,41.87056520587091,0,1.77997013019487,234.13117013043924,7042.6524941238595,5262.192080858238,1439.2225684156288
-76.3178671195178,41.893746684099455,0,1.955361773654314,276.241585158563,7097.620819355844,5197.27756577387,1579.0560340606278
-75.89093413791439,41.74936410669179,0,1.7194780762810287,284.47682643141894,7119.702023153107,5275.930625906267,1464.814370073895
-75.8101246840868,41.75736474231772,0,2.1382947595727706,282.59768488560184,7103.38566720561,5267.081214137938,1432.0289273463582
-76.18628867903385,41.94385670581189,0,1.3883453283901757,286.2586227735272,7054.623056712202,5275.527475615078,1464.883957798278
-75.91106732531443,41.85452926247313,0,1.0486076082372224,267.58771165657623,6873.868340920044,5239.0966083761,1445.8854565874378
-75.72829955585748,41.67298909852348,0,1.8143883668768663,255.8179258453445,6980.30134705368,5289.453717108306,1493.1127331553655
-75.71228791987247,41.970774204542536,0,1.3684499342059806,243.2633433771714,7006.068940348625,5237.7963059864705,1413.49558887565
-75.39856827963887,41.925214215983395,0,1.517892327467391,291.04648965244206,6972.660667721392,5089.6565970107895,1482.4434756235387
-75.49093444038148,41.83753510039352,0,1.069061046963663,284.61654841930465,6977.816156575995,5152.828078825249,1502.5174933983092
-76.25643392140618,41.78393116057651,0,1.3302369257962523,292.3066056607821,7111.945632813806,5194.75139527485,1533.9879167111583
-75.35431503359526,41.97530499359814,0,1.1493317750262293,261.0186984282329,6917.764912490843,5203.704211535446,1503.156888249326
-76.09840810553071,41.932057969046866,0,1.469709020973909,286.28155741826185,7047.7627256882615,5235.821701599737,1531.6220764036943
-75.56892273501533,42.11281810813518,0,1.481634551835115,248.17163594110468,7007.439450504054,5151.753947574324,1453.7231267550571
-75.89715649364683,41.938355606803846,0,1.6269881234644628,258.6336086549846,6909.351128997197,5354.989256626851,1492.1494244161297
-76.05848219116153,41.93546758466448,0,1.9719168893065526,275.08148522180295,6891.047383821491,5202.604525438228,1391.3268882880054
-76.52738614488435,41.886159773157495,0,1.8030718794693457,283.9579884263023,6838.851078554391,5209.445092345644,1472.6192423845293
-75.9776456754327,41.97361300814588,0,1.113349109136856,300.74183851969315,7021.571115933738,5161.585108280619,1491.863531576175
-76.44395276706267,41.95657132456137,0,1.782404630683857,269.03349067184996,6975.715745394769,5137.575934606317,1495.3408854443496
-75.59498745675684,42.01228085671146,0,1.633526409232438,258.69546699286025,6912.0043313816,5200.883395502337,1416.5054475445993
-75.41035766720124,41.854653349887315,0,1.5706520703891707,257.8462135589374,6824.246954009736,5211.988620356311,1462.0052382490164
-76.18776209240367,41.86229140484034,0,1.5931901410188323,261.6349197963421,7017.154025174041,5203.727233660037,1467.3628331900259
-75.81853783051353,41.85840676989959,0,1.6613657284258765,309.69738530699874,6966.48467136047,5329.469701723798,1460.5098898624647
-76.16373155139468,41.97130385461625,0,1.3924339626959306,285.5056039304253,6921.36921270625,5200.882949369506,1504.8632490299692
-76.13117086932596,42.03420848449126,0,1.5452947427426078,291.382042955922,6900.452171055358,5203.797596637586,1468.6669405705536
-75.65976977950125,41.860208162478045,0,1.9551817371675502,269.05131005646643,6961.066477577869,5268.8482964642735,1480.8173096829162
-75.93294885597939,41.86323676605174,0,1.38882826467234,272.97275929613653,7020.269324402328,5197.6524120622735,1458.1830581951658
-75.3354782579112,41.928922093356476,0,1.2910336071474715,284.5537457933392,6953.429136694271,5248.929671817521,1517.9230749430617
-76.08203011284418,41.87915131112586,0,1.5814877956378448,264.6428330094208,6881.695798110276,5117.678129046348,1520.7827722133186
-75.58422299228859,41.985639473871444,0,1.2608300629730957,268.1868037915901,6976.143521740234,5118.2483693319655,1465.1498847885719
-75.88726909324619,41.70081249530939,0,1.0831650635636985,261.8520551388554,7068.357978017633,5218.810227428832,1586.5531547159394
-75.65261858872596,41.827504267919,0,1.4966598468775552,265.6062071600765,6984.3644530362435,5193.281766302048,1447.5429109942118
-76.07024497286285,41.83144162307816,0,2.0345865653691773,273.8092594910107,6986.716949723325,5151.604324506654,1515.7083477515935
-75.93665176941734,41.694715709786855,0,1.5884187712369322,259.42312053219786,6953.789583965986,5218.795298340154,1440.4513725006268
-75.95880762344444,41.81533061501873,0,1.6535731283344641,277.72514820778787,6906.666472311765,5225.092913744224,1506.708680606354
-76.20091519058818,41.81964079098907,0,0.9609554925546625,277.7020621202778,6903.889725492608,5158.759409331126,1503.7102250782343
-75.69754060438055,41.88312139400397,0,1.7314376477322841,270.0383263618928,6842.148139535638,5172.5531463317075,1438.1171258169163
-75.70151633412569,41.99994489370038,0,1.6280097583929376,259.3281194113119,7079.6942285079795,5225.635453963865,1471.9806985130701
-75.72056562251174,41.87921361798785,0,1.4005255515881938,274.7342741908819,7019.639146486105,5136.298220703067,1548.7805098515641
-75.4035795402837,41.80935859864046,0,1.6540151414207123,264.65760749968905,6987.891971637723,5166.400708460015,1445.7049593565573
-75.43302014678463,41.89593662737704,0,1.651036485147388,273.76986198728554,7005.696643290985,5248.539614500211,1492.444416245252
-76.0459814157893,41.99427363329338,0,1.2821536214926195,291.1440434899111,7009.36848872074,5208.279507495687,1489.8932354303447
-75.79465442100613,41.81423530932976,0,1.6995561180339729,252.2980317405739,6919.626910124282,5175.555341374945,1475.3749917351354
-76.12952983159074,41.82004807166962,0,1.9591406267581464,308.91188800200814,6953.823558659625,5144.816158786401,1410.4696163969297
-75.91215261378551,41.950656119577395,0,1.5316175573579451,271.8017136056593,6941.378736965988,5136.866070542409,1508.8455165438372
-76.12151581490393,41.8813049962393,0,1.3397217392688678,279.8047015655398,7190.835450738186,5200.489845903664,1477.4464341301555
-75.37565637613031,41.958562683973454,0,1.5467259790594816,260.56252732055134,7066.24030740111,5356.223815899335,1519.422729432775
-75.79779742148477,41.89978677291582,0,1.8563839585193287,291.87243206707683,6995.026964252387,5250.8386664061,1485.9068713444326
-75.99325778704308,41.96337930164246,0,1.2321043482108185,270.9243100706819,7095.1312355648215,5113.793419461897,1479.4776658879125
-75.51894415985628,41.80897948550557,0,1.7735674776352544,266.4880968144117,7084.57890177579,5261.047096153579,1491.3174067000562
-76.64932677769123,41.89992565037562,0,1.3965956624438558,263.49093125790574,6865.653910137651,5155.223314413909,1439.0474550168867
-76.5967384718747,41.88226923634309,0,1.6726189244139213,268.56378367974673,6962.380078246988,5209.649392954908,1536.8807609990447
-75.65259821184617,41.7929048650653,0,1.430700617486331,279.9122321832943,6979.636057814474,5167.4958474030755,1462.5721669405689
-75.89968260143257,41.76200368347858,0,1.4298949134755319,275.8553012099194,7032.09461482865,5356.00310935715,1463.0661229630784
-75.83585004311239,41.96196446073399,0,2.0569284748705146,272.34140912369753,6962.2848733010815,5128.139716982478,1526.6652189427166
-76.36566909071502,41.86979963131606,0,1.1772740228399525,261.24538905537315,6972.767490950442,5232.636636055376,1486.5057953269854
-75.92780652684573,41.810117238401,0,1.7456098532636632,260.2911684877712,6942.453208031884,5160.533101837002,1467.9128096695852
-75.24682083810518,41.892449500149645,0,2.1193973232763863,265.3851071257868,7068.6410280212485,5263.328854383535,1492.9038335673083
-75.6430689277486,42.00128313245607,0,1.805656577941847,280.60500286778245,6860.405472618936,5231.181593492805,1501.0576684345565
-75.86297860083202,41.69823784407075,0,1.2006708942882456,283.94232895932726,6945.293492252045,5300.554023663492,1472.4520001385406
-76.06752211379525,41.767945827190225,0,1.2155258473253785,286.1693314311625,6826.956484966379,5261.8339792035795,1512.4467663477694
-76.05257647822812,41.818953549542634,0,1.3745123870060798,272.97576294104897,6894.971175237995,5159.940496665458,1428.1703623190579
-76.63541049077118,42.03090172360917,0,1.6473723734559624,279.33748334657673,7007.500931811172,5420.492463607222,1487.061810376748
-75.8334328185705,41.926122547955494,0,1.6677828082267157,270.21673757735186,7009.086490563723,5250.090841467857,1507.755770597074
-75.63591767555012,41.96921603731148,0,1.2184910337100923,244.2125127017015,6954.832089115489,5170.253038963532,1500.8966788132318
-76.4494080939293,41.799637413967844,0,1.33817276246591,269.4323039206883,7074.911632674565,5224.8359733285715,1390.8725302463693
-76.14223607581508,41.801471021616706,0,1.356555253905994,266.7985863977021,7094.1335042056435,5255.533779185279,1472.1348255788255
-76.30890811643042,41.940811535044084,0,1.5457759575655323,255.83215570436306,6975.215891460673,5252.788100951951,1430.3424275375708
-76.24435800145574,41.906180704568825,0,2.1954086371873225,263.62510964676653,7001.924260876711,5245.803471641559,1526.4144666000755
-75.90203017338784,41.94978397847466,0,1.3200438803129657,275.23207648362063,6943.188835348016,5279.761000548664,1461.9857152583024
-76.6203591240761,41.88431567356448,0,1.3069126500592636,254.27569014106268,7033.377960356012,5272.664869735557,1522.1459338314185
-75.71360513271203,41.92572753356927,0,1.2600579114568469,261.25589661657426,6881.2334064852985,5148.822394652684,1430.2268659620854
-75.6667046965023,41.91505710288624,0,1.7906633713726696,298.5755386528288,7131.046270221752,5362.160040316922,1492.013088824897
-76.0043704695804,41.97014507642443,0,1.5875975210934694,246.51894553089753,7076.2484804764745,5352.1149718730885,1477.3051712941674
-76.75351805935478,41.97274465028143,0,1.3311320355490126,269.97333399887896,6880.8268511447295,5267.813910240949,1583.228040071659
-76.25479665833679,41.75699013995459,0,1.4911613248665005,253.72940666428138,6915.075629469588,5212.7931418322905,1522.2698314804027
-75.50574495014152,41.7012133308931,0,1.3625469097126897,260.58092193010947,7016.196336294593,5214.033861441387,1519.8085303706414
-76.85340607832475,41.990057169342016,0,1.6887673843567736,269.73284477415996,6952.738315661862,5186.630579228735,1554.932215804005
-76.03676786649702,42.00659113624117,0,2.4053129820389008,256.68256450142036,7026.502587778871,5195.969282547877,1487.905687310967
-76.31648026156498,41.810264572319234,0,1.765259321707671,282.4828900601338,6950.971580281524,5052.157179883197,1473.1757994856412
-75.64966437866751,41.73565691268729,0,1.572103445467791,295.32467207521773,7108.401649584501,5320.454920605748,1468.7939019905855
-76.14683828792019,41.90980439365718,0,1.4005073537536143,286.9068051380822,6981.694069000712,5294.988992095116,1489.598570358019
-75.78427144903284,41.983753379999015,0,1.1969799754345452,289.9293870885673,7183.2431391668615,5088.976194467497,1370.5393187352133
-75.73000529915919,42.06080974823345,0,1.8201069194209107,250.20302523342335,7031.354954706454,5274.239621151414,1477.089400251011
-75.30302811785074,41.94689988675496,0,1.803806253509896,268.9838075979906,6868.2540576016745,5209.443157059341,1485.7159974038418
-75.98818849307493,41.867953642240145,0,1.4601697009927583,280.7230635112104,7155.331752868073,5195.632784032617,1471.010392215421
-75.79364909180681,41.82159890147987,0,1.9640001948827857,287.3944362589214,7072.797240196293,5245.573462593019,1418.1645329509572
-76.4189786409868,41.90201804273211,0,1.6063320816655255,301.97014590328143,7012.762238363546,5084.2050460236005,1471.2415166341257
-75.52002104273332,41.8743947692952,0,1.8324282206185407,290.663432906215,7035.027763464898,5209.188030320487,1418.0572436032178
-76.17553097295198,41.8107584330449,0,1.6888591006099036,287.81242301917,6881.652314334124,5215.736977548672,1545.1686276648798
-76.10841339913348,42.083138474873046,0,1.5468592360367086,316.5141403585243,6830.240083765405,5215.806832788862,1467.1095794896999
-75.92747525906934,42.05970504128101,0,1.313534616607754,274.59128718388956,6977.5117126248415,5111.294164322561,1397.7266576187635
-76.44512914003417,42.001997000065444,0,1.5563390222911988,268.2239707772886,7096.199541628898,5242.258541670449,1469.0634211466274
-75.84313327027988,41.81913455793398,0,1.8526152006684542,275.93043349958606,7014.062415159856,5286.497795869062,1511.4117338354804
-75.59493133229721,41.97701292796868,0,1.447559466430172,257.88084718069916,7123.805344353589,5239.401319387368,1483.7669898770218
-75.82157423530492,41.95786406705719,0,1.7319224186809536,274.1174935394887,7091.39113933089,5193.457141000914,1441.8789047582245
-76.45386958156404,41.94034319108299,0,1.275179235392799,244.46771915410426,6982.721906475529,5404.095837377352,1450.9337300989093
-75.96159992289476,42.01209774157073,0,1.8340175008391075,264.2509096499155,7079.9057066756195,5143.263887115491,1465.9759561928954
-75.6706782885989,41.95748576534265,0,1.6938824009469886,271.09437152409413,7108.216466409468,5265.827969898443,1460.1029616649505
-76.55100422536452,41.96678874563593,0,1.2393667723490498,288.69055007569705,6974.300605580659,5227.559576290787,1428.59265924311
-76.28112138064273,41.957622242404355,0,1.5327956429435163,291.3582286728912,6963.138543391192,5355.249412228332,1474.40209974116
-75.62548134902862,41.931297037754206,0,1.879432272795511,257.078433105944,6992.734972317674,5237.915729235924,1425.7422490607114
-75.82924793410972,41.742433403346155,0,1.2222902378040328,307.3017017882373,6779.479363592512,5253.391583802948,1513.4734615644772
-75.78157754840542,41.908434081023955,0,1.2787149284125199,275.4515321995554,7004.430752462802,5246.502818479608,1518.1644804571959
-75.2952097446386,41.8515534224744,0,1.5791509135640522,276.96619375480606,7041.1943072510785,5133.609930905859,1438.4457435026245
-75.76256626642193,41.78721957918389,0,2.2399992191296585,246.27131702262503,6993.074245448035,5147.28392237911,1449.4581147741803
-75.69894962849446,42.05051686108908,0,1.3982265747881506,262.75497054164305,7009.79836772623,5190.102201768697,1460.7433612989855
-75.00918950285468,42.05471114379542,0,1.7485821998756488,290.3459361127077,6977.367445397876,5279.104207443939,1475.7887157656473
-75.99183833151841,42.02183742980748,0,1.6780406222804054,275.80520058240654,6814.144070616156,5226.8249994578355,1486.8711102416703
-76.18808860857581,41.92368898318532,0,1.423144029920337,274.7813916326221,7119.913747222665,5195.077807711931,1494.7959297780762
-75.77626041018897,42.02107327450293,0,1.6483400055354627,276.7535002674737,6950.2670248152335,5309.045834100596,1493.89928403582
-75.77249901412534,41.902071551861866,0,1.4656496013715135,249.15435142677472,6929.383836304878,5066.907566197076,1536.71778442681
-76.09697637169391,41.91902908351077,0,1.4926585629650466,271.40376473001015,7094.462691483577,5116.46727573359,1479.3198971449758
-76.26688539857041,41.803788208223196,0,1.1016184291680602,296.26943635705845,7062.772752254226,5029.794603587315,1426.9433460281957
-75.14389227417777,41.93629332095256,0,1.5926691295401036,290.95535667839766,7003.815301830706,5297.216250661204,1415.1563289990484
-75.81018059394962,41.90636842980879,0,1.8697280519867654,270.93136572020245,7045.282670527217,5203.01827499116,1539.866164830034
-76.16604788815108,41.78519162150919,0,1.6172277324339057,298.8360466098828,6884.497977088501,5279.747259201892,1496.5869708472408
-75.61224741843407,41.896448474365286,0,1.927152328246729,252.19627844397144,6974.24108262065,5202.113697495921,1484.9343259796738
-75.95667277092461,41.89391188231401,0,1.7740982337835052,256.94491968051295,7089.182292353273,5283.853734569112,1494.2562991044877
-76.0049681659628,42.06080678283704,0,1.5821376081009342,303.7920951470847,6924.423190239434,5200.850976024454,1483.159416488091
-75.73107631503674,41.9804973533315,0,1.4116223340979546,282.5496831705574,6897.586877551257,5239.587541823854,1493.6482109634435
-76.35407244212583,41.902017522426114,0,1.4541208853915788,268.2267977494606,6987.567547241112,5229.020490655185,1462.6807721757575
-75.80151725948383,41.92311768941594,0,1.1588468578188638,272.0859872849585,6989.527106048522,5234.3758235364985,1517.5530596600277
-75.27724718460216,41.904930568838225,0,1.5198763329705023,259.67226671644835,7035.106189373982,5331.6048880638045,1456.8285060941857
-75.76336430550171,41.88296054092371,0,1.6437996275692461,277.57005980193577,6865.852085545495,5092.748503012023,1442.2850883339847
-76.04640726687124,41.804770057297794,0,2.11462632933977,276.26139237983887,6767.9935064234505,5205.064066825031,1412.0178684900952
-76.09038737422388,41.887571185976995,0,1.7584960969836632,273.32854932714326,7057.971118946723,5224.290782401788,1467.86382158467
-76.05787423104395,41.83467037278708,0,1.340543805958607,253.8376824812141,6890.514279961567,5213.485372594409,1525.7123513254157
-76.00533145982405,41.789844447958664,0,1.1681895173443584,277.37448887861143,6930.033854289698,5181.280513585574,1459.423230139297
-76.04694299500677,41.94644864175691,0,1.5380343738386284,264.2510352910234,6798.58548204319,5171.404002279017,1424.0199820891862
-75.61211935579897,41.93578421079739,0,1.8435293340483248,256.70898203950776,7066.4667878687105,5320.436962320018,1487.9464441017735
-76.5023582586782,41.742158128824364,0,1.5338150989916837,293.93002091216096,7010.271591999247,5204.895328509493,1451.9783202065767
-75.63036798306153,41.89009309035741,0,1.7625952525016788,308.84968033869325,7006.917492040412,5385.971784681979,1536.5026258988662
-76.0475746724479,41.989519844609276,0,1.5456623652243435,305.09735221815646,7006.35439413729,5248.131062704899,1518.2986809465606
